userId,movieId,rating,timestamp
206,1952,5,1532902577
81,1046,2.5,1464803192
932,1904,4,1534357533
562,989,4,1161824144
872,450,1.5,1572592800
388,552,1.5,1298343823
2,1574,3.5,1548256652
390,1072,2,1423811558
566,695,3,1440856066
106,587,4.5,1381437846
772,721,5,1326790202
822,1207,1,1025460975
477,1459,1,1209414454
703,107,3,1280460768
402,1212,1.5,1062704187
730,776,0.5,1283533039
556,1110,1,1412541329
162,1860,3.5,1375703610
202,1867,2,1411796543
958,1480,1,1598353014
996,1161,4,1594399517
270,1882,2,1176285713
863,898,2,1396390212
816,336,1,1078641032
271,607,0.5,1577269919
456,838,0.5,1399496209
462,1781,1.5,1015198787
727,1493,3,1542268529
252,602,3.5,1396351238
702,1595,4.5,1119187916
296,403,2.5,1446624029
725,540,4.5,1254215172
720,1096,4,1471548574
749,1806,0.5,1571904498
338,24,1.5,1273889555
879,624,4,1431585308
53,1836,4.5,1557174117
792,1509,2,1428784265
922,1080,3,1263677910
217,986,2,1288368280
764,223,4.5,1099440952
188,1656,1,1182661718
380,179,3,1128894074
493,800,1.5,1233202528
41,434,5,1412390180
157,1961,2,1225227065
15,1474,1,1252231707
813,793,4,1343669914
65,884,5,1250395589
857,492,4,1298521829
839,1213,0.5,1482641868
521,1602,5,1021390560
344,810,3,1086703136
129,961,0.5,1240871512
648,420,3,1084196685
472,1273,3.5,1489048103
63,1612,1,1137920886
139,649,4.5,1438349097
499,1188,4,1101217297
593,1769,4.5,1116471310
392,1279,5,1016275587
675,476,2,1598972221
419,1830,2,1156211526
289,1441,4,1590971158
379,170,0.5,1500106621
773,1341,4,1515416851
490,174,3.5,1417537006
231,470,3.5,1019690423
41,345,4.5,1563103028
28,445,5,1037630228
135,1042,3.5,1080472361
201,1094,1,1396926776
840,1362,0.5,1525340025
780,628,0.5,1107839920
930,592,3.5,1544218223
33,527,2.5,1100668487
48,1712,2,1001909052
503,456,2.5,1153861140
407,1293,5,1139728059
574,1655,5,1094831957
728,811,3,1514257199
805,188,5,1578718416
99,1021,3,1008457736
684,1593,0.5,1294455480
872,711,1,1139501424
726,529,1.5,1299780983
987,434,2,1081460007
547,288,3,1287652171
961,1942,4.5,1579351240
739,1591,1,1166793565
613,499,4,1025635352
943,1465,4.5,1577454985
462,1805,1,1282779624
643,303,4.5,1038415515
769,87,3.5,1296251018
5,830,4.5,1556621285
218,438,3,1104797073
503,541,1,1490806339
767,1046,4,1235200133
398,833,5,1179681258
871,797,4.5,1585085638
795,560,4,1245509051
393,1541,1,1148627567
207,762,4,1213817806
15,1699,1.5,1317519923
858,1527,1.5,1393398526
554,1738,4.5,1084442077
892,467,4.5,1082951943
461,1125,4.5,1258385762
691,1607,2,1401635557
575,1966,3.5,1278248074
864,675,4,1228746493
743,685,2.5,1412321171
241,1165,0.5,1113304737
564,138,4.5,1522516363
96,578,3,1300205487
900,710,1.5,1177661083
734,1864,1.5,1376751294
485,228,5,1066614447
407,281,0.5,1179106636
231,684,4,1222406155
749,828,1,1283514426
655,431,0.5,1255767347
171,1064,3.5,1467604818
541,1543,4.5,1154102078
36,1710,3,1519958638
525,1687,4,1141698865
160,1235,4,1315911184
839,302,4.5,1184853723
699,1110,3.5,1160698854
243,1421,4.5,1499413802
86,1277,4.5,1298747899
796,533,0.5,1294429188
578,769,3,1275039772
682,1915,4,1039800718
557,1939,5,1195130499
574,1405,4.5,1113359403
953,444,2,1091985216
646,1057,1,1391215991
796,260,4.5,1548077262
28,1258,4.5,1354707837
620,1539,4,1543572510
556,1883,1.5,1116344585
340,1332,2.5,1306261002
798,739,1,1203785371
958,796,1.5,1107602085
331,70,0.5,1352822054
640,1478,2,1547609462
506,1463,2.5,1480996018
348,1849,1,1528070193
473,1388,1.5,1536276486
231,983,3,1029621859
190,1790,3,1193575152
225,481,3.5,1502915252
385,1168,4.5,1141124900
377,24,2,1032364512
283,965,2.5,1046163026
958,1449,1,1589891125
633,746,3,1356153433
628,845,2,1224217526
973,1199,2.5,1054777546
745,1868,3.5,1289022563
259,325,3,1059034972
359,1893,4,1271438936
710,1695,3,1308788154
456,1884,5,1032828538
411,1372,4,1473475217
649,798,2,1249523202
318,18,3.5,1257041721
677,44,1.5,1353595718
225,155,0.5,1517979099
819,867,4.5,1337427536
234,922,4.5,1242913681
684,1401,3,1349368106
664,743,1,1160311384
975,1907,4,1236016774
827,1852,5,1339646665
374,1426,3,1536566187
672,225,3.5,1567432370
608,217,0.5,1523155794
472,1592,1.5,1222806180
233,31,0.5,1362509851
692,1893,5,1097448684
113,1083,0.5,1326557850
830,1916,0.5,1325631177
497,898,2,1260858919
442,1377,3.5,1400064401
564,935,3.5,1579683767
268,445,2.5,1250793358
510,1259,3,1571491820
807,1131,1,1120944993
386,1215,2.5,1582924785
387,530,3.5,1525925794
113,1937,4.5,1562447862
613,738,3,1371321176
625,1703,5,1168739604
952,1607,2,1410793254
81,874,1.5,1039484703
699,566,4.5,1157818109
113,1269,3.5,1186200625
2,1886,3,1431339011
642,76,3.5,1176544240
220,547,4,1126753369
566,267,2.5,1105682081
855,317,1.5,1318935706
997,1836,1.5,1599160334
736,1145,1,1472639007
225,1860,4,1295577000
385,25,0.5,1378197948
403,1456,4,1192632382
638,160,1.5,1311293884
130,596,4.5,1259752043
53,1138,1,1182344717
684,1759,5,1533900310
730,900,4.5,1196452974
672,502,3,1593304223
710,1190,0.5,1115450920
416,1013,2.5,1115855129
247,703,5,1506445455
836,1199,4.5,1296648344
439,1,3,1000195297
203,1923,3.5,1141401084
184,741,2,1338479255
123,1110,0.5,1321075906
401,1598,2.5,1203528118
767,320,1,1130454793
294,1425,4,1579765133
280,382,2,1045821384
837,1742,0.5,1425149050
884,1641,5,1289396581
610,1342,3.5,1368933262
198,1827,1,1596068494
982,1274,1.5,1379663283
907,1549,4.5,1441193541
511,1699,4.5,1581824565
752,1579,1,1118051659
144,898,1.5,1441683346
609,1976,4.5,1498675396
201,1647,0.5,1120719177
124,717,1,1382173482
187,1920,1,1515885747
326,1280,5,1275896877
464,307,1.5,1166072764
349,1974,5,1036888673
771,1168,1.5,1254766205
660,1682,5,1590063673
764,391,1,1293286064
955,1837,4,1386568910
932,1700,4,1130102556
403,1193,4,1120838134
346,990,1,1168000153
963,298,4.5,1500251674
511,233,3.5,1059657666
147,1927,2.5,1458641730
148,271,3.5,1444013218
864,1084,4,1193002745
711,1320,4.5,1360767420
820,1491,1,1078880738
489,1259,3,1254121329
929,677,4.5,1304715717
936,706,3,1135996237
640,234,1,1129851296
551,1392,0.5,1424791849
338,1719,1.5,1328331016
872,845,2.5,1199957141
641,1256,3.5,1128846933
779,1897,5,1155620408
988,491,5,1551453665
953,1643,1.5,1137180553
473,503,4.5,1034832573
946,890,5,1299006910
151,1759,2,1559376754
415,592,5,1177304450
990,746,1,1317082450
298,1405,1.5,1342635001
611,1720,2.5,1532762777
263,428,1.5,1346945441
764,697,2.5,1470564117
144,646,2,1482954579
346,732,5,1120136726
624,800,1.5,1447441421
572,364,3,1582468950
881,202,4,1272940083
2,882,2,1021373992
897,146,4.5,1047835542
304,836,3,1347690082
254,639,2.5,1018626900
652,1481,1.5,1130993887
453,135,2.5,1145708347
37,626,2.5,1334899741
160,1288,2,1330647776
9,64,3,1410201779
233,491,1.5,1445532421
99,1671,5,1088186596
659,41,0.5,1272786433
816,1320,3.5,1475577355
208,1027,3.5,1305441461
131,913,2,1005338118
404,1730,4.5,1422648053
152,975,1,1272954329
54,1134,0.5,1018313119
120,1245,1.5,1529378460
673,1394,3.5,1062435501
920,368,4.5,1062737894
628,1460,1,1332869584
587,918,3,1016742680
625,1028,1.5,1593691956
968,244,2.5,1577645533
420,902,4.5,1388187386
422,166,1.5,1303602686
104,1050,0.5,1469918940
852,1419,2.5,1327483729
254,1498,0.5,1397112530
227,1041,4,1245285200
112,728,3.5,1263651822
510,1116,1,1431497376
473,483,4.5,1575158658
99,543,2.5,1243055812
153,1229,3.5,1258795213
861,1526,2,1085304803
914,931,0.5,1022935029
896,400,4,1053433307
878,1231,0.5,1254895455
338,619,1.5,1401794577
706,1170,3,1250869629
822,879,4,1421965555
163,101,4,1118336920
720,880,1,1486597318
957,830,4.5,1312883658
681,1904,2,1371553732
996,1265,2,1431602076
161,1947,1,1205485073
580,759,0.5,1357711514
801,163,5,1357398905
398,1908,3.5,1142183233
277,1197,5,1375280994
816,502,1.5,1569755417
916,547,2,1051726486
504,1308,4.5,1066456836
896,1383,3,1112659561
392,381,0.5,1584691090
135,870,4.5,1040957919
195,905,4.5,1277313419
401,1996,2.5,1307741866
640,1935,4,1095637909
33,1557,3.5,1133264416
688,1844,4,1188424727
460,1187,4.5,1077412548
955,1002,1,1084450196
883,609,5,1261289702
470,307,2.5,1079847556
375,1363,4,1482098772
22,55,1.5,1521130350
750,983,3,1302488376
670,333,3,1436310866
38,127,3.5,1098129601
230,1964,1.5,1162739620
365,705,4,1477689177
563,243,4,1238639004
438,1885,4.5,1430444537
776,600,4,1346647327
283,1872,1.5,1221746561
27,1433,3,1498672366
226,503,4.5,1087440864
277,1751,0.5,1443079074
798,604,1.5,1541264082
609,303,1,1546546574
284,1488,4,1384552674
879,235,3,1247431751
960,1720,5,1103539264
481,1062,4,1205576405
453,139,1,1320202575
829,195,3,1085841922
816,1551,3.5,1398840702
659,1793,4,1121551743
516,647,4.5,1432718917
547,1,2.5,1550719924
192,561,1.5,1545002493
49,1120,1,1524066562
512,713,4,1100367918
17,413,0.5,1103561802
172,538,5,1494901850
220,1879,3,1392513621
158,429,1,1030611432
477,235,1.5,1554174893
46,349,4,1558715742
373,1780,0.5,1219420665
518,1894,3,1447125189
99,1505,1.5,1225168753
892,1863,3,1377644334
745,396,1.5,1064330433
37,1375,4,1092150302
280,416,2.5,1392227161
349,1910,2,1389774518
497,916,4.5,1136512791
302,1911,2.5,1454902872
181,1075,2,1102223652
607,81,4,1304545192
99,36,4,1595458718
700,1091,4,1051668842
993,641,2,1191272934
116,882,0.5,1318495620
191,1691,1,1328707260
253,757,2,1518010970
981,623,5,1301848390
928,1704,1,1228977187
983,1505,5,1491597340
161,468,1.5,1293692372
256,1166,4.5,1111809381
323,356,4.5,1485949608
128,709,4.5,1331472416
18,1495,3.5,1559066204
793,1645,2,1466903303
735,1020,0.5,1081032821
566,1912,1.5,1460416447
570,1615,4,1506472415
323,902,2,1121468643
872,673,5,1250188694
686,439,5,1480452294
792,531,1,1474364382
626,127,4,1554787389
288,205,3.5,1060401153
943,29,5,1239979985
854,445,4.5,1585459187
663,966,1,1155471708
962,1743,2.5,1099487270
639,464,3,1201256257
155,1304,1,1297590572
490,151,1,1154051172
386,240,5,1397820508
986,266,2,1474153580
785,1718,4,1005073031
104,1129,2.5,1269801801
929,1961,4.5,1255676120
393,1457,2,1223058874
811,913,1.5,1386357642
246,497,5,1136282267
176,1464,4,1163946464
39,1772,0.5,1127745062
477,685,4.5,1447966489
682,158,2,1562753351
759,172,4.5,1483060581
538,494,4,1294099481
867,970,1.5,1211828255
818,1335,1.5,1577669787
921,1427,4.5,1572530566
408,1693,1.5,1537786645
525,1794,2,1281276821
828,676,4.5,1291991047
506,659,2,1026490126
903,903,1.5,1457258539
825,666,3.5,1351226093
36,1487,3,1256321523
685,367,0.5,1439198886
20,550,5,1225101175
321,643,4,1350568011
776,1894,0.5,1186264297
512,255,2,1341711079
400,208,3,1560217533
654,450,3,1489702099
972,95,3.5,1325756321
883,1884,2.5,1298816665
471,839,2.5,1529603951
143,478,2,1029266644
92,683,3,1312361046
354,762,3.5,1297603125
834,190,5,1569624279
800,711,5,1023301468
727,1508,0.5,1080007909
959,1757,4.5,1571849397
854,1560,4,1487836083
51,756,3.5,1350469407
665,1447,4.5,1187529040
698,836,1.5,1431324481
575,1664,5,1056277585
190,1629,2,1091365197
125,1836,3.5,1190883278
150,133,3,1552002260
314,55,1,1598216362
570,510,1,1137112499
342,670,5,1151949581
305,1565,3.5,1395903522
692,410,4.5,1248618166
682,1235,4.5,1091337805
838,1690,3.5,1461297404
783,1317,4,1442940743
54,987,5,1232097712
444,734,1.5,1203126663
613,1139,0.5,1261099940
993,1973,3.5,1240977131
264,1694,4,1256400208
53,259,1,1313351756
572,1787,4.5,1027593165
620,1146,2,1022949864
5,299,5,1471724616
103,1799,4.5,1091126675
196,1405,1.5,1434317349
774,561,4,1090503593
877,1913,1,1465663844
992,1865,1.5,1168249777
884,1525,0.5,1093058228
350,297,2.5,1283508468
47,362,2,1401058632
867,589,0.5,1119369126
823,1487,5,1533273481
936,1462,4.5,1383466652
820,127,3,1530485415
656,197,3,1096788125
269,221,1,1516166273
370,995,3.5,1073974865
636,91,4.5,1344729375
106,411,3,1114879063
670,8,4,1209861367
659,544,2.5,1345358424
657,468,1,1512711000
120,320,2,1092437279
831,1418,0.5,1119646366
787,269,0.5,1571264113
604,1215,3,1069223264
58,1885,1,1120967743
951,1699,3,1026044448
346,61,0.5,1249377498
741,1462,5,1287191840
474,1288,1.5,1365252803
117,797,4.5,1161974045
830,1119,1,1123420763
791,553,4,1160539875
127,926,3,1013060969
393,1494,3,1499854570
908,661,3.5,1332116802
641,716,2.5,1351659662
58,779,2,1475019529
634,1538,3,1274088470
513,1714,4,1092054064
751,1961,2,1548178797
802,194,2.5,1561251213
96,482,3.5,1179648681
638,1923,3,1233963638
118,1360,2,1258371550
560,1459,2,1188848137
601,1220,5,1505756077
488,855,2,1284378579
237,1273,0.5,1325328648
885,498,2.5,1016812238
897,212,4,1277397059
272,665,3.5,1394231603
189,670,2.5,1263378903
999,1490,1.5,1323703946
704,1898,0.5,1471363620
447,1675,3.5,1581735935
581,221,1.5,1209702165
790,273,2,1461879475
861,1178,2.5,1419925636
247,1273,4,1258726498
963,279,3.5,1413519519
76,1464,4.5,1141182699
154,1972,1.5,1148132198
656,816,5,1278026866
435,276,0.5,1472165379
997,1005,0.5,1051844249
86,514,5,1343482873
697,1112,0.5,1408530719
285,1823,1,1095130905
974,923,1,1300428082
220,642,3.5,1562704314
69,505,4.5,1496467481
47,590,4,1578336286
94,772,2,1565881198
750,1265,1,1488945468
958,1677,1.5,1164585391
453,740,5,1209763516
204,675,2.5,1374370867
912,1260,4.5,1104358864
218,1014,4,1410826137
474,128,1.5,1465934658
432,503,4.5,1133788901
341,1224,5,1218535282
551,1986,1.5,1224382941
612,902,5,1094515755
289,543,4,1321242358
254,1526,0.5,1442204378
734,1674,2,1501310935
357,492,2,1103097693
23,1045,3,1043696192
762,1258,1,1058897992
522,714,3.5,1598551622
758,791,2.5,1516800196
837,1667,5,1571172540
100,416,3,1596240541
802,148,3,1458247081
180,970,3,1503551450
223,29,5,1535408198
906,1385,4,1099412792
762,308,5,1580238558
659,1907,2,1433388337
442,1966,5,1142079893
608,162,4,1043971886
769,869,4.5,1151777666
325,852,2,1142950871
516,61,0.5,1069075252
16,125,1.5,1277515239
792,1480,0.5,1342456124
336,1095,3.5,1164268001
759,838,0.5,1344601654
258,1931,2,1023226672
497,1900,0.5,1348213349
988,466,1,1442471174
896,243,0.5,1321498794
160,1514,2.5,1007578831
475,1785,3.5,1404690234
852,1245,1.5,1314155155
664,473,4,1029218590
908,959,2.5,1526777554
690,533,2.5,1017509747
675,494,2.5,1196083349
380,899,4,1084345428
545,82,1,1306496558
929,856,1,1184236530
957,879,4,1076255386
691,1546,4.5,1423710949
427,923,5,1421334315
613,12,5,1090177693
268,1287,1,1329072288
835,1681,2,1382002074
577,449,4,1256586902
417,1216,1,1039774506
168,762,2,1394107957
842,1138,5,1046130398
43,26,0.5,1236400195
556,1807,1,1048124370
285,1523,3.5,1045231860
397,508,0.5,1553988581
12,1569,0.5,1106722855
607,62,1,1298358613
302,229,2,1466502536
898,1839,3.5,1326896478
253,607,2,1336637065
499,1059,2.5,1375752457
754,1729,2,1307590353
35,1480,2,1583687851
727,1612,4.5,1121224888
849,891,3,1147511082
90,1526,1.5,1218948335
776,761,3,1428084074
605,595,3.5,1151483787
922,1049,3.5,1484732027
970,1593,4,1475932208
602,1056,2,1295371671
418,1855,0.5,1388358211
115,1036,3,1578703834
617,1343,4,1289543623
903,1869,2.5,1382596441
196,1628,1.5,1487377416
826,1,2,1469704457
501,1459,4,1523876210
626,1862,3,1188992839
493,1160,2.5,1596632905
75,1220,4.5,1103841333
413,133,5,1094263722
376,86,1.5,1325616216
420,1500,3.5,1320171102
729,1831,4.5,1526462822
277,1815,2,1085846777
761,1348,5,1149695804
676,1204,5,1588463781
394,516,1.5,1519322495
869,1662,0.5,1441331264
457,175,4.5,1033949700
920,763,0.5,1518029943
192,1045,1,1296947058
739,997,4.5,1556129132
689,1976,2.5,1201664042
99,1129,2,1130678809
548,578,4.5,1547315466
978,1467,4.5,1419571873
999,1799,1,1328178817
96,49,1.5,1556015179
664,528,1.5,1279131208
663,145,2.5,1078484356
190,1364,1.5,1248164360
736,762,5,1387808880
37,1879,3,1358930185
780,1378,1,1408231113
369,1099,3,1173477687
695,1826,3,1142521073
525,929,1,1412550948
279,794,3,1427687080
217,1602,3,1025110015
867,1661,3,1028304533
873,319,2.5,1247490767
798,1111,3.5,1239379516
273,1577,2.5,1527552330
881,698,0.5,1478671988
62,1890,4.5,1042754286
596,1916,1.5,1370338658
880,847,1,1395519423
729,1802,5,1574036724
342,783,3,1338384164
397,42,4,1150486440
699,1117,1,1487935504
19,1721,2,1340961369
177,1751,1,1332395627
612,1531,4.5,1453330109
396,529,5,1309124275
445,1980,1,1215496440
233,1289,5,1553922298
915,1650,1,1098274323
76,292,2.5,1483902822
265,969,2.5,1168851777
455,1488,3.5,1146110731
796,1828,0.5,1454757802
718,1584,1,1555213095
735,1843,3,1376135943
384,97,1,1118611431
564,1911,2,1027475530
851,1119,5,1248855812
506,1350,3,1147182920
367,74,3.5,1495030672
144,1360,5,1040866625
885,1092,2.5,1568537522
69,758,4,1470900854
99,1942,3,1447552558
396,1101,2.5,1089864730
25,208,2,1591818023
948,1908,3,1513463690
891,1790,3,1226625190
469,1245,3,1044622353
484,1286,0.5,1123620954
565,410,3,1028746030
151,331,0.5,1113522889
144,344,2.5,1514797539
569,989,3.5,1360267284
39,771,0.5,1123011085
109,1844,0.5,1501341203
693,74,3,1392144044
42,1661,3.5,1195465660
186,1724,3,1265494426
935,254,2.5,1300264944
398,959,3,1062662839
223,1857,1.5,1202100291
634,820,4.5,1269471526
133,1771,2.5,1393555291
163,986,1,1593001947
215,1786,5,1440254993
733,332,5,1335696455
235,1422,3.5,1048150998
843,1369,1.5,1295515889
658,1608,0.5,1548652569
751,747,1.5,1394597884
588,836,4.5,1131531412
9,1692,2.5,1527874960
74,455,3.5,1480398442
954,1930,1.5,1059484218
492,1139,2,1466717687
913,313,0.5,1394844417
253,1018,1.5,1563142591
230,228,3.5,1413174552
519,834,2,1371256744
174,858,1,1264820901
653,1269,2.5,1017815462
168,818,2.5,1379873283
170,1550,1,1082663841
393,1018,3,1402450793
946,528,5,1196062089
795,950,2,1171426330
634,427,0.5,1093637487
194,42,1.5,1317049177
517,465,4.5,1023651034
29,1646,5,1332743552
165,278,3.5,1503247915
422,836,3,1438983379
339,19,0.5,1070240576
648,66,4.5,1242405839
496,167,4.5,1046937098
365,1609,0.5,1558898755
833,1020,3,1169868514
342,403,3.5,1580119160
500,1936,1,1040749388
657,1846,5,1119897556
511,409,4,1285851662
327,112,4,1488352824
217,1298,3,1067167561
301,1431,4.5,1088116287
132,1397,1.5,1046336229
804,597,1,1005022943
70,651,1,1299794067
252,1063,3,1467395101
415,105,3.5,1559400441
787,324,3,1510065161
445,1817,1.5,1226114613
876,1983,2.5,1259169977
182,992,4,1161684222
167,1438,3,1597681308
91,429,1,1049343104
714,635,3.5,1247461262
858,730,4,1082938562
531,889,2,1504677778
39,1085,0.5,1420549720
126,1636,1,1075216737
451,1331,2,1266287696
173,1378,3.5,1471935161
653,393,1,1340360971
754,204,3,1225588094
220,258,1,1448972813
638,486,3.5,1044627574
58,1541,1,1380284929
660,446,1.5,1561351411
476,1733,4.5,1439457857
456,1204,2,1189089369
829,1024,2.5,1153370029
895,342,4.5,1173961651
361,133,3.5,1380619104
935,443,4,1062143142
1,1860,1.5,1344859006
387,253,2,1138843845
973,265,3.5,1154682427
348,93,2,1303548317
190,1686,1,1403614165
505,1435,5,1427372617
191,138,3,1500553014
508,1232,4.5,1370343365
369,1002,1,1099088409
409,1661,0.5,1197741993
824,1770,4,1507794808
929,1597,0.5,1516156658
934,307,0.5,1495047490
117,266,1.5,1078539379
134,646,2.5,1318557506
58,318,4.5,1050193587
556,1137,5,1535675653
685,901,1,1319073264
672,1402,0.5,1366976625
173,454,0.5,1419225389
829,191,4,1558117936
815,1915,5,1323996661
149,1464,5,1152554749
80,1211,5,1387940186
886,831,1,1033328376
213,1391,4.5,1540312421
203,1113,4.5,1393910570
764,187,1,1078804324
229,819,1.5,1046889301
676,1970,1,1122848205
227,1021,3,1367426429
659,132,3.5,1330654921
532,872,3,1495500322
441,635,1.5,1329547207
402,1584,1.5,1099085204
47,1824,1,1302007460
233,1400,1,1280368155
305,691,2.5,1029635867
526,692,4,1000591145
143,1123,3,1427571674
415,1866,4.5,1347850727
513,1058,2.5,1289439688
373,1956,5,1177214812
566,582,2,1401421518
886,171,4.5,1406073760
259,1390,5,1367591862
656,784,2.5,1155779236
471,1083,0.5,1171316782
953,181,2.5,1275053938
971,19,2.5,1533418500
12,1250,2.5,1405565521
330,1497,1,1282964086
736,1119,3,1515985157
784,881,2.5,1057581481
968,1321,1,1553108782
358,1617,5,1489221334
972,175,4,1433217563
408,1246,3,1464149260
668,1639,5,1168589848
373,54,1.5,1366248129
8,695,4.5,1444031567
122,863,2,1270038051
348,1427,1.5,1393222401
676,1342,3.5,1524935280
90,1891,4,1587302601
648,349,3.5,1440384398
698,443,0.5,1312940683
316,833,0.5,1376595826
178,580,2.5,1311621034
540,1564,4,1415750840
732,1810,5,1597413351
869,282,1.5,1116577621
41,360,4,1121437029
740,915,1.5,1550321651
704,823,2,1223524945
923,1655,5,1166137643
502,892,3.5,1595235773
959,953,1.5,1015907713
145,1670,2,1555036508
201,641,4,1570641350
929,1032,2,1376478417
724,563,4.5,1347227808
461,491,2,1253829252
732,341,2,1354688239
752,472,2.5,1354947196
925,1817,0.5,1430371850
909,1711,3.5,1541973910
558,1719,4.5,1171989018
547,1728,4.5,1115552462
253,249,0.5,1230254973
390,235,3,1146171641
594,1107,1.5,1588354874
883,1117,2,1077413583
256,1909,4,1251805292
709,1418,2,1408154407
815,824,4,1379540914
921,1292,2,1552796281
450,1441,4.5,1376996590
10,632,3,1018619158
824,1607,0.5,1491663927
798,529,5,1073518246
242,1277,1,1457417713
251,1981,3.5,1486444242
877,122,5,1107479805
5,892,3.5,1558813670
119,10,1.5,1276907481
801,1823,0.5,1531745558
374,1340,4,1169072532
65,838,5,1445933943
146,1297,5,1383424742
224,1330,3.5,1395282319
239,1829,5,1586386109
177,1234,4,1575253728
779,1982,0.5,1367263296
853,1754,1.5,1559817807
282,753,1,1497933956
63,886,0.5,1005633709
217,464,2.5,1545646143
854,712,1.5,1280337704
827,728,5,1545971809
795,717,4,1378661976
689,1949,3,1198029161
461,1440,5,1027386081
929,1240,4.5,1209721486
610,80,4.5,1038430386
105,1803,3,1237113397
99,480,1,1463661251
511,902,4.5,1481402344
385,891,1,1091745100
405,1571,1.5,1214501673
823,1825,3,1473060781
518,18,1,1064592408
476,1189,2.5,1227821218
977,1549,1,1251226991
709,202,2,1058365064
863,741,1.5,1069857956
645,1370,2.5,1188097452
870,1390,3,1330336526
771,1472,3.5,1470258104
437,1537,5,1263469182
23,319,4,1140527351
997,217,4.5,1358091930
565,1058,2,1098512528
677,1895,2,1044941736
714,266,3.5,1137726009
458,1664,5,1147248902
83,724,5,1438222371
145,775,4.5,1078597842
85,1848,1,1592005963
78,1104,3,1111447115
457,1701,5,1139276253
878,413,5,1025415635
1,1276,4,1369086019
51,1036,2.5,1424702017
685,401,2.5,1136033070
717,1840,4,1033693405
772,724,0.5,1542196886
446,282,3,1265773492
449,1136,5,1479425301
881,723,4.5,1281967683
488,1402,3,1161317098
800,751,3.5,1105504488
34,268,2,1354456584
348,1941,5,1442953207
95,298,0.5,1117691128
72,1341,4.5,1252440041
551,570,3,1118980834
154,509,1.5,1567180874
250,1974,2,1320018448
674,546,5,1091400754
438,775,3,1455007612
118,365,3,1466545971
771,547,4.5,1134203212
891,271,2,1424773397
306,1985,2.5,1383788595
268,1498,2.5,1364391604
961,739,1.5,1317688134
54,537,1,1019995567
236,1258,4,1345367797
389,59,5,1561390169
990,1275,4.5,1197527653
734,1871,5,1152521957
763,86,4.5,1370975107
825,763,2.5,1373608032
401,390,4.5,1240596671
624,1204,2,1184962258
767,719,1,1546209197
303,856,1.5,1283293879
919,149,0.5,1427872311
207,583,2.5,1422525906
229,121,0.5,1004949273
853,765,0.5,1272005691
910,605,3.5,1008172671
578,256,1,1190612172
75,766,4,1225580670
435,864,3,1275503319
103,800,2,1056729913
422,1333,4.5,1180193512
704,59,5,1251482358
764,1022,4,1118933945
738,1093,5,1360597378
806,1470,1.5,1479125427
306,388,1.5,1516033527
98,1110,2,1097036427
850,786,4.5,1418189108
798,1251,4.5,1202458825
335,593,2.5,1106981236
859,1650,4.5,1176858458
435,1208,3,1189134417
447,1816,4,1343992249
994,1346,4,1562531651
308,909,5,1326287335
249,1342,3.5,1376539542
166,566,2,1487603668
481,399,2,1420483933
984,1733,3,1386681071
335,899,4.5,1221372374
542,1317,3.5,1006941798
759,293,2.5,1307160246
106,485,2.5,1329851384
563,1923,4,1196325047
81,1471,3,1370881036
133,803,0.5,1166143355
